pTHUMB_BONE3_X,pTHUMB_BONE3_Y,pTHUMB_BONE3_Z,pINDEX_BONE3_X,pINDEX_BONE3_Y,pINDEX_BONE3_Z,pMIDDLE_BONE3_X,pMIDDLE_BONE3_Y,pMIDDLE_BONE3_Z,pRING_BONE3_X,pRING_BONE3_Y,pRING_BONE3_Z,pPINKY_BONE3_X,pPINKY_BONE3_Y,pPINKY_BONE3_Z,THUMB_INDEX_ANGLE,INDEX_MIDDLE_ANGLE,MIDDLE_RING_ANGLE,RING_PINKY_ANGLE,target
-0.6983678,-0.05177836,-0.2901861,-0.3923906,0.7600644,0.0726909,-0.1772951,0.8459632,0.2449571,0.2831557,0.5579544,0.4602407,0.0357218,0.7847922,0.3394198,0.3282194,0.9470152,0.7660425,0.9089648,FIVE
-0.6991815,-0.04941125,-0.2799868,-0.3915845,0.7603166,0.07489947,-0.1774199,0.8478364,0.2417583,0.2839153,0.5618666,0.4545088,0.03519765,0.7879778,0.3330299,0.3321857,0.9483826,0.7674401,0.9087032,FIVE
-0.7030237,-0.04759107,-0.2672308,-0.3871934,0.7639524,0.0708373,-0.173805,0.8505253,0.239044,0.2831958,0.561881,0.45486,0.03999283,0.7902547,0.3295037,0.3349355,0.94854,0.7687238,0.9094643,FIVE
-0.6974018,-0.0523516,-0.2893856,-0.3833074,0.7673162,0.05292625,-0.168805,0.8562883,0.2208403,0.284542,0.5697833,0.4443858,0.04389047,0.7962431,0.3145458,0.3256839,0.9480079,0.7695163,0.9102107,FIVE
-0.6945174,-0.05534763,-0.3018252,-0.3826865,0.7677115,0.04569482,-0.1653851,0.8572928,0.2163769,0.2855162,0.5688731,0.4459349,0.04600679,0.7959694,0.314525,0.3211983,0.946462,0.7681024,0.9100609,FIVE
-0.6918914,-0.05426254,-0.3037937,-0.3852988,0.7651304,0.05019823,-0.1682839,0.8552818,0.2202035,0.2806745,0.5691869,0.4481556,0.04190614,0.7950322,0.3171537,0.3227361,0.9465668,0.7706102,0.910809,FIVE
-0.6954406,-0.05452178,-0.2916451,-0.383415,0.7652425,0.05102787,-0.1674984,0.8556335,0.2187526,0.2813798,0.570112,0.4463046,0.04119742,0.7956294,0.3150579,0.3239822,0.947322,0.7709395,0.9103071,FIVE
-0.6962422,-0.04374312,-0.2767586,-0.3819946,0.7656001,0.05396348,-0.167492,0.8557904,0.2194173,0.2814963,0.5695065,0.4466115,0.04103265,0.7958035,0.314534,0.3380958,0.9482649,0.7707794,0.9097687,FIVE
-0.6918705,-0.04348932,-0.2920134,-0.3814153,0.7662359,0.05112385,-0.1669955,0.8567854,0.2162672,0.2804415,0.5710558,0.4448235,0.0412368,0.7967967,0.3118055,0.3343261,0.9483234,0.7715654,0.9102109,FIVE
-0.6894497,-0.04455498,-0.3005572,-0.3823636,0.7663503,0.04855673,-0.1672587,0.8573575,0.2143058,0.2793304,0.5724717,0.4434797,0.04088857,0.7975498,0.3100481,0.3324754,0.9479652,0.7722895,0.9106379,FIVE
-0.6877617,-0.04253433,-0.2980102,-0.3846582,0.7652676,0.04776785,-0.1716637,0.857233,0.2124972,0.2755681,0.5755033,0.4416351,0.03658129,0.7989475,0.3071796,0.338136,0.9486869,0.7732738,0.9108047,FIVE
-0.6902318,-0.04890223,-0.3018389,-0.3827282,0.7664465,0.04934039,-0.1696167,0.8570878,0.2153402,0.2775899,0.5730604,0.4439851,0.03876172,0.7978439,0.3102337,0.3269418,0.9485573,0.7726142,0.9105886,FIVE
-0.6938854,-0.0440282,-0.2859256,-0.3803677,0.7690717,0.0442583,-0.1664998,0.8588094,0.2130934,0.2801981,0.5718796,0.4444451,0.04134933,0.798023,0.3102628,0.3366217,0.9479047,0.7711272,0.9100992,FIVE
-0.6953769,-0.04507751,-0.2841822,-0.377146,0.7718602,0.03665292,-0.1619901,0.8617825,0.2063741,0.2828966,0.5726701,0.4419742,0.04537312,0.7999231,0.3055066,0.3354236,0.9473885,0.7701782,0.9097905,FIVE
-0.6937541,-0.04418886,-0.2863251,-0.376565,0.7723507,0.03245591,-0.1607949,0.86331,0.2014415,0.2828198,0.5750799,0.4388924,0.04616568,0.8019312,0.3004868,0.3369412,0.9472723,0.7707816,0.9098696,FIVE
-0.6954226,-0.04199664,-0.2792072,-0.3777002,0.7715168,0.03813944,-0.161372,0.8627642,0.2042414,0.2832522,0.5748249,0.438349,0.04601879,0.8016456,0.3010664,0.3402884,0.9477297,0.7714387,0.909892,FIVE
-0.6960586,-0.04018925,-0.2757076,-0.3787498,0.7715656,0.03962905,-0.1616627,0.8632325,0.2043838,0.2826944,0.5743547,0.4388414,0.04587027,0.8018745,0.300692,0.3436599,0.9478191,0.7713032,0.9096385,FIVE
-0.6983939,-0.04015181,-0.2673342,-0.3803872,0.7711198,0.04283101,-0.1634418,0.8630147,0.2061018,0.2824889,0.5743753,0.4385279,0.04467345,0.8018973,0.3009574,0.3462711,0.9482045,0.7712693,0.9094173,FIVE
-0.6997144,-0.04006105,-0.2633561,-0.380977,0.7712222,0.0430059,-0.1634936,0.8635041,0.2051843,0.2832487,0.5748811,0.4370997,0.0451651,0.8023881,0.2995619,0.3479238,0.9482691,0.7710269,0.9093333,FIVE
-0.7011076,-0.04695195,-0.2709248,-0.3795056,0.7724635,0.04021105,-0.1620067,0.8650354,0.2013117,0.2837632,0.57652,0.4341164,0.04659995,0.8038329,0.2955123,0.3373767,0.9484926,0.771507,0.9095145,FIVE
-0.7012551,-0.04352558,-0.2669984,-0.3783013,0.7732123,0.03839727,-0.1608811,0.8654143,0.2002344,0.2844273,0.5761626,0.4342247,0.04740741,0.803575,0.2958511,0.3418246,0.9483975,0.7710721,0.909561,FIVE
-0.6985049,-0.04461778,-0.2743329,-0.3792367,0.7725668,0.03448723,-0.1625251,0.8653553,0.1975232,0.2828884,0.5774373,0.4339977,0.04570496,0.8040528,0.2946675,0.3412555,0.9482331,0.7705933,0.9095613,FIVE
-0.697893,-0.04659389,-0.2747422,-0.3804634,0.7713969,0.03499198,-0.1651966,0.8641908,0.1990263,0.2810297,0.5780044,0.4348688,0.04368222,0.8038966,0.2957592,0.3400373,0.9483874,0.7708952,0.9098217,FIVE
-0.7000808,-0.04371113,-0.265537,-0.3797583,0.7718256,0.03932028,-0.1641481,0.863637,0.2034885,0.2813905,0.5763695,0.4364212,0.0448342,0.8030807,0.2982341,0.3432491,0.9484126,0.7719591,0.9100533,FIVE
-0.6971254,-0.03551072,-0.2621656,-0.3837441,0.7704516,0.03981958,-0.1691514,0.8638157,0.2007927,0.2781497,0.5786655,0.434002,0.03922414,0.8039381,0.2947954,0.3575514,0.9492348,0.7717301,0.909337,FIVE
