THUMB_INDEX_ANGLE,THUMB_DIST,INDEX_MIDDLE_ANGLE,INDEX_DIST,MIDDLE_RING_ANGLE,MIDDLE_DIST,RING_PINKY_ANGLE,RING_DIST,PINKY_DIST,target
0.6657281,0.07493802,0.2133009,0.06254648,0.6129248,0.05940277,0.3419808,0.04741314,0.05309636,CLOSE
0.7129781,0.07323883,0.215937,0.06376721,0.5946284,0.06037185,0.3232683,0.04803285,0.05413301,CLOSE
0.8322676,0.06920835,0.2166422,0.0593337,0.598974,0.05784014,0.3229779,0.04698578,0.0521786,CLOSE
0.9164433,0.06638496,0.2193811,0.05505846,0.6066167,0.05468855,0.3297031,0.04452691,0.04908647,CLOSE
0.9725175,0.0647977,0.2216806,0.048897,0.6187339,0.04993319,0.3560558,0.04036929,0.04415714,CLOSE
0.9421928,0.06365524,0.2245026,0.04571029,0.6330277,0.04686719,0.3742191,0.03812615,0.04127574,CLOSE
0.9150641,0.06330243,0.2257719,0.04467141,0.6450779,0.04548575,0.3846163,0.03723713,0.04004806,CLOSE
0.8721589,0.06451814,0.2255138,0.04526791,0.6939659,0.04421328,0.4023786,0.03673536,0.03838036,CLOSE
0.7788556,0.06690995,0.2184007,0.04903901,0.6948835,0.04702133,0.3913853,0.04008874,0.04145979,CLOSE
0.6394958,0.0693905,0.2224435,0.05067154,0.6949885,0.04904598,0.3785104,0.04489756,0.04560225,CLOSE
0.5250375,0.06912835,0.2301721,0.04921327,0.7339628,0.04766808,0.4148591,0.04633925,0.04522955,CLOSE
0.4134863,0.06901354,0.2580227,0.04545771,0.7575061,0.04271553,0.4246257,0.03966625,0.03826127,CLOSE
0.4017604,0.07013822,0.2873181,0.04375686,0.7965121,0.04040414,0.4317345,0.03735625,0.03581287,CLOSE
0.4536108,0.06847896,0.2956275,0.04269777,0.8199034,0.0393995,0.4368524,0.03746588,0.03503339,CLOSE
0.62102,0.06353007,0.2914061,0.04204496,0.8133342,0.03889549,0.4154148,0.03859931,0.03494692,CLOSE
0.408019,0.05539644,0.2438938,0.04833352,0.7172432,0.04452423,0.3895986,0.04038062,0.0401991,CLOSE
0.5759422,0.05603376,0.2691306,0.06239981,0.612005,0.05297808,0.3392698,0.04312018,0.04752459,CLOSE
0.4882492,0.05879649,0.3181395,0.069821,0.5871952,0.05595375,0.3245453,0.04421726,0.04994084,CLOSE
0.4293197,0.05929084,0.3428544,0.07130601,0.5920638,0.0552973,0.3274295,0.04366773,0.04918819,CLOSE
0.3711937,0.05886943,0.3363337,0.06957176,0.6119525,0.0533223,0.3386187,0.04278214,0.04731217,CLOSE
0.3739468,0.0579727,0.3222434,0.06809542,0.6184316,0.05276953,0.3424279,0.04275029,0.04695345,CLOSE
0.5478657,0.05277348,0.2848201,0.05643762,0.6516477,0.04852167,0.3580146,0.04145433,0.04414622,CLOSE
0.6934337,0.05124889,0.3286117,0.04719405,0.6600986,0.04331014,0.3640122,0.03849734,0.04020789,CLOSE
0.5383443,0.05570854,0.3153767,0.0472891,0.6254258,0.04153954,0.331387,0.03839557,0.03951532,CLOSE
0.7374297,0.06477949,0.2602406,0.05065746,0.6629015,0.04697493,0.3598342,0.04241983,0.04347873,CLOSE
0.7689795,0.07044852,0.1897793,0.05875972,0.6040127,0.05658427,0.3357378,0.04661334,0.05068441,CLOSE
0.6034589,0.06265327,0.2089268,0.05408379,0.6352333,0.05250022,0.3545634,0.04274153,0.0454784,CLOSE
0.525574,0.06320541,0.2465962,0.04932413,0.6792135,0.04783805,0.3849377,0.04134272,0.04235147,CLOSE
0.5275394,0.06366417,0.2601118,0.04895867,0.6858589,0.04652664,0.3888359,0.04091966,0.04178532,CLOSE
0.5574843,0.0642394,0.2517589,0.04921566,0.6856792,0.0459753,0.3852117,0.04055493,0.04158739,CLOSE
0.5682421,0.06415601,0.2448848,0.05001903,0.6692078,0.04641602,0.373807,0.04064457,0.04211329,CLOSE
0.5610784,0.063871,0.2458144,0.04954929,0.6535704,0.046444,0.3607483,0.04013988,0.04215436,CLOSE
0.5433581,0.06423914,0.2425189,0.04972301,0.6487599,0.04676396,0.353761,0.04006054,0.04231162,CLOSE
0.5849484,0.0643386,0.2216256,0.05049661,0.6352181,0.04854992,0.3657572,0.03970334,0.04273671,CLOSE
